"EXP","BC","HM","indicateur","url"
"rcp26","MF-ADAMONT","ORCHIDEE","Debit-VCN3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp26/Indicateurs_Debit-VCN3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","ORCHIDEE","Debit-VCN3_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp26/Indicateurs_Debit-VCN3_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","ORCHIDEE","Debit-VCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp26/Indicateurs_Debit-VCX3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","ORCHIDEE","Debit-tQJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp26/Indicateurs_Debit-tQJXA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","ORCHIDEE","Debit-tVCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp26/Indicateurs_Debit-tVCX3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-Q05A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q05A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-Q10A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q10A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-Q50A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q50A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-Q90A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q90A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-Q95A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q95A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-QA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-QA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-QA_Mensuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-QA_Mensuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-QA_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-QA_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-QJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-QJXA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-QMNA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-QMNA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-VCN10_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN10_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-VCN10_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN10_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-VCN3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-VCN3_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN3_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-VCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCX3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-tQJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-tQJXA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","ORCHIDEE","Debit-tVCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp45/Indicateurs_Debit-tVCX3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-Q05A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q05A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-Q10A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q10A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-Q50A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q50A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-Q90A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q90A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-Q95A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q95A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-QA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-QA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-QA_Mensuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-QA_Mensuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-QA_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-QA_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-QJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-QJXA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-QMNA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-QMNA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-VCN10_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-VCN10_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-VCN10_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-VCN10_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-VCN3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-VCN3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-VCN3_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-VCN3_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-VCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-VCX3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-tQJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-tQJXA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","ORCHIDEE","Debit-tVCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_ORCHIDEE/Indicateurs_Debit/rcp85/Indicateurs_Debit-tVCX3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_ORCHIDEE_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-Q05A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-Q05A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-Q10A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-Q10A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-Q50A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-Q50A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-Q90A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-Q90A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-Q95A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-Q95A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-QA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-QA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-QA_Mensuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-QA_Mensuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-QA_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-QA_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-QJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-QJXA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-QMNA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-QMNA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-VCN10_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-VCN10_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-VCN10_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-VCN10_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-VCN3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-VCN3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-VCN3_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-VCN3_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-VCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-VCX3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-tQJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-tQJXA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","SIM2","Debit-tVCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp26/Indicateurs_Debit-tVCX3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","SIM2","Debit-Q05A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q05A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","SIM2","Debit-Q10A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q10A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","SIM2","Debit-Q50A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q50A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","SIM2","Debit-Q90A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q90A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","SIM2","Debit-Q95A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q95A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","SIM2","Debit-QA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp45/Indicateurs_Debit-QA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","SIM2","Debit-QA_Mensuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp45/Indicateurs_Debit-QA_Mensuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","SIM2","Debit-QA_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp45/Indicateurs_Debit-QA_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","SIM2","Debit-QJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp45/Indicateurs_Debit-QJXA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","SIM2","Debit-QMNA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp45/Indicateurs_Debit-QMNA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","SIM2","Debit-VCN10_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN10_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","SIM2","Debit-VCN10_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN10_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","SIM2","Debit-VCN3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_SIM2/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_SIM2_serie-temporelle_modeles-individuels_NetCDF.zip"
